,始値,高値,安値,終値,出来高,終値調整
2018-01-06,22217.395,22133.139,22117.77,22072.91,465993.16,22072.91
2018-01-10,22176.607,22085.059,22026.508,21972.773,561270.25,21972.773
2018-01-11,22244.615,22171.29,22143.26,22102.588,526137.25,22102.588
2018-01-12,22043.338,21972.736,21871.441,21841.1,677882.6,21841.1
2018-01-13,22266.504,22182.887,22189.559,22145.193,421055.5,22145.193
2018-01-16,22204.05,22125.871,22066.719,22018.605,590533.94,22018.605
2018-01-17,22220.016,22155.568,22114.531,22082.197,576232.75,22082.197
2018-01-18,22225.098,22152.926,22114.281,22074.16,552257.9,22074.16
2018-01-19,22075.754,21989.959,21895.832,21850.486,638302.8,21850.486
2018-01-20,22276.982,22196.453,22199.47,22156.686,438876.9,22156.686
2018-01-23,22206.033,22131.078,22071.922,22026.566,597941.7,22026.566
2018-01-24,22200.846,22129.062,22082.543,22046.104,575231.1,22046.104
2018-01-25,22219.7,22137.27,22098.771,22051.25,530660.06,22051.25
2018-01-26,22140.758,22058.19,21995.807,21953.672,582531.44,21953.672
2018-01-27,22215.271,22130.871,22104.064,22058.111,495887.7,22058.111
2018-01-30,22191.053,22110.152,22059.352,22013.543,562387.56,22013.543
2018-01-31,21734.246,21742.686,21500.781,21516.14,963257.1,21516.14
2018-02-01,22198.766,22112.773,22121.797,22076.05,401838.44,22076.05
2018-02-02,22105.664,22020.412,21940.436,21895.152,617091.94,21895.152
2018-02-03,22153.14,22080.229,22044.979,22013.512,522168.34,22013.512
2018-02-06,21622.113,21654.146,21399.047,21423.078,982458.4,21423.078
2018-02-07,20836.281,20984.771,20653.637,20720.438,1315311.0,20720.438
2018-02-08,21217.773,21175.754,20964.867,20924.033,878748.06,20924.033
2018-02-09,21788.912,21729.826,21599.283,21587.428,698195.06,21587.428
2018-02-10,21441.855,21503.033,21297.176,21354.592,852438.56,21354.592
2018-02-14,21511.34,21473.482,21348.51,21322.094,623680.4,21322.094
2018-02-15,21588.977,21606.182,21430.768,21460.367,731362.25,21460.367
2018-02-16,21824.406,21835.297,21788.803,21821.75,447550.7,21821.75
2018-02-17,21870.045,21857.285,21795.625,21799.045,501572.62,21799.045
2018-02-20,22030.486,22025.006,22001.719,22016.668,474158.8,22016.668
2018-02-21,21866.58,21853.922,21772.725,21773.543,552278.7,21773.543
2018-02-22,21964.406,21968.738,21940.855,21966.09,456181.3,21966.09
2018-02-23,21820.375,21805.572,21720.348,21727.19,552860.0,21727.19
2018-02-24,21990.969,21996.664,22003.842,22023.352,361627.66,22023.352
2018-02-27,21935.396,21912.84,21816.846,21815.318,636458.44,21815.318
2018-02-28,22093.898,22067.205,22050.787,22049.852,472916.7,22049.852
2018-03-01,21984.076,21947.002,21882.512,21867.412,552684.6,21867.412
2018-03-02,21832.852,21822.947,21741.121,21761.996,564191.06,21761.996
2018-03-03,21479.078,21532.682,21385.697,21429.043,698773.2,21429.043
2018-03-06,21499.742,21502.066,21380.717,21386.64,636812.44,21386.64
2018-03-07,21783.184,21790.855,21691.375,21712.01,558763.4,21712.01
2018-03-08,21514.904,21558.479,21447.004,21497.893,495444.47,21497.893
2018-03-09,21655.648,21702.61,21668.557,21722.85,290811.2,21722.85
2018-03-10,21643.441,21638.654,21506.178,21517.914,584201.3,21517.914
2018-03-13,21934.824,21917.375,21893.053,21902.486,391125.2,21902.486
2018-03-14,21963.537,21929.922,21882.79,21874.29,498471.7,21874.29
2018-03-15,21894.416,21893.0,21851.441,21865.984,460060.3,21865.984
2018-03-16,21832.135,21850.77,21789.6,21820.053,488892.4,21820.053
2018-03-17,21771.168,21778.094,21699.656,21720.096,494532.94,21720.096
2018-03-20,21712.361,21740.557,21687.023,21724.523,398653.62,21724.523
2018-03-21,21628.605,21670.652,21610.691,21658.55,381829.0,21658.55
2018-03-23,21716.383,21734.496,21660.295,21694.254,471539.3,21694.254
2018-03-24,21082.506,21202.023,20931.436,21019.676,811634.1,21019.676
2018-03-27,21367.559,21419.418,21392.338,21443.574,290033.25,21443.574
2018-03-28,21619.72,21624.75,21512.975,21536.309,495663.2,21536.309
2018-03-29,21490.879,21534.309,21459.0,21506.879,362218.22,21506.879
2018-03-30,21544.232,21586.547,21503.236,21555.477,381341.03,21555.477
2018-03-31,21688.16,21697.596,21607.592,21626.629,472526.03,21626.629
2018-04-03,21766.607,21775.93,21720.064,21742.23,409140.88,21742.23
2018-04-04,21675.844,21715.455,21661.512,21708.346,385767.8,21708.346
2018-04-05,21645.93,21666.549,21579.768,21611.7,446769.3,21611.7
2018-04-06,21851.377,21851.422,21791.488,21809.727,475066.7,21809.727
2018-04-07,21869.092,21854.242,21800.266,21802.564,456981.94,21802.564
2018-04-10,21913.516,21926.256,21897.93,21924.309,426934.34,21924.309
2018-04-11,21884.543,21878.887,21801.21,21814.416,565454.4,21814.416
2018-04-12,21899.902,21895.953,21856.97,21866.648,434742.94,21866.648
2018-04-13,21847.684,21857.072,21795.764,21819.023,492247.12,21819.023
2018-04-14,21925.307,21921.355,21870.896,21884.668,489553.0,21884.668
2018-04-17,21936.402,21931.758,21885.701,21893.625,483029.4,21893.625
2018-04-18,21935.555,21934.49,21881.037,21898.39,518846.1,21898.39
2018-04-19,22058.148,22035.467,21999.998,22001.305,521069.03,22001.305
2018-04-20,22074.89,22033.688,21991.6,21974.979,527053.75,21974.979
2018-04-21,22078.08,22056.809,22026.176,22023.795,514293.88,22023.795
2018-04-24,22010.686,21994.23,21936.393,21937.303,562095.25,21937.303
2018-04-25,22087.473,22071.137,22038.459,22040.963,526207.9,22040.963
2018-04-26,22048.24,22031.83,21984.684,21983.848,553780.94,21983.848
2018-04-27,22089.45,22063.72,22021.059,22018.494,556945.9,22018.494
2018-04-28,22111.086,22068.06,22025.873,22012.7,559694.25,22012.7
2018-05-02,22172.738,22137.773,22122.273,22105.67,496235.2,22105.67
2018-05-03,22072.346,22039.262,21965.674,21953.834,637920.6,21953.834
2018-05-08,22130.736,22107.098,22082.373,22078.355,517758.53,22078.355
2018-05-09,22126.98,22095.14,22047.5,22035.98,585075.8,22035.98
2018-05-10,22100.629,22075.434,22034.082,22026.98,554068.06,22026.98
2018-05-11,22124.21,22096.75,22054.35,22046.85,568422.94,22046.85
2018-05-12,22152.5,22111.35,22067.857,22054.99,589776.75,22054.99
2018-05-15,22215.148,22167.904,22147.2,22123.988,524538.0,22123.988
2018-05-16,22138.77,22086.004,22024.02,21998.309,615830.44,21998.309
2018-05-17,22187.072,22142.295,22121.17,22104.232,524790.4,22104.232
2018-05-18,22180.078,22127.715,22085.54,22059.799,572990.5,22059.799
2018-05-19,22181.242,22128.701,22088.828,22064.969,570198.1,22064.969
2018-05-22,22197.438,22141.39,22106.635,22079.973,556650.94,22079.973
2018-05-23,22205.496,22154.053,22118.021,22090.01,558607.2,22090.01
2018-05-24,22088.812,22034.46,21960.354,21936.805,632648.44,21936.805
2018-05-25,22140.854,22094.863,22075.602,22057.959,488219.6,22057.959
2018-05-26,22132.531,22095.174,22055.309,22040.057,558102.94,22040.057
2018-05-29,22116.424,22087.701,22043.71,22034.145,566672.0,22034.145
2018-05-30,22062.89,22035.299,21978.953,21972.482,582257.6,21972.482
2018-05-31,22009.953,21985.516,21941.656,21946.416,536230.25,21946.416
2018-06-01,22130.543,22101.979,22092.854,22081.754,458143.56,22081.754
2018-06-02,22005.164,21982.742,21905.064,21902.1,628624.56,21902.1
2018-06-05,22172.572,22151.152,22143.994,22144.164,490533.44,22144.164
2018-06-06,22099.492,22057.275,21991.262,21971.26,616862.9,21971.26
2018-06-07,22183.443,22153.748,22137.945,22130.664,519641.06,22130.664
2018-06-08,22149.031,22098.55,22041.12,22018.062,612634.75,22018.062
2018-06-09,22113.258,22054.273,22005.125,21983.1,568603.25,21983.1
2018-06-12,22249.88,22199.688,22202.004,22176.828,469316.88,22176.828
2018-06-13,22090.691,22029.611,21939.832,21910.887,677559.94,21910.887
2018-06-14,22275.182,22231.656,22245.734,22228.287,454690.7,22228.287
2018-06-15,22114.5,22061.525,21982.98,21954.006,652090.7,21954.006
2018-06-16,22209.703,22170.559,22153.982,22140.047,523603.53,22140.047
2018-06-19,22124.646,22079.04,22016.625,21992.178,608132.1,21992.178
2018-06-20,22036.621,21994.527,21929.275,21917.69,590375.6,21917.69
2018-06-21,22197.672,22160.107,22161.168,22150.465,469472.0,22150.465
2018-06-22,22114.488,22060.768,21995.018,21970.656,621801.4,21970.656
2018-06-23,22176.527,22140.582,22133.012,22122.36,488353.38,22122.36
2018-06-26,22067.654,22025.688,21955.568,21934.984,606980.25,21934.984
2018-06-27,22111.992,22093.02,22071.582,22076.588,519603.38,22076.588
2018-06-28,22081.031,22047.3,21998.277,21983.537,553081.9,21983.537
2018-06-29,22052.666,22024.945,21972.771,21972.24,577580.3,21972.24
2018-06-30,22120.115,22094.318,22075.342,22065.672,482365.94,22065.672
2018-07-03,21825.285,21788.58,21645.89,21642.012,727422.1,21642.012
2018-07-04,21985.404,21966.34,21954.129,21963.617,442974.22,21963.617
2018-07-05,21768.719,21738.162,21639.104,21624.227,607578.06,21624.227
2018-07-06,21750.533,21766.383,21696.1,21728.793,482474.3,21728.793
2018-07-07,21765.564,21785.695,21709.898,21741.33,487391.2,21741.33
2018-07-10,21876.873,21888.754,21843.357,21865.668,452022.72,21865.668
2018-07-11,21948.61,21930.748,21864.49,21868.898,549774.3,21868.898
2018-07-12,21840.688,21842.076,21792.473,21806.799,451207.28,21806.799
2018-07-13,21988.354,21996.71,21969.977,21992.547,453137.88,21992.547
2018-07-14,21994.502,21956.646,21867.525,21858.773,651272.0,21858.773
2018-07-18,22183.695,22145.07,22159.201,22145.965,414221.38,22145.965
2018-07-19,22080.094,22026.764,21949.791,21924.135,632157.94,21924.135
2018-07-20,22144.553,22106.44,22087.914,22076.861,499524.3,22076.861
2018-07-21,22087.441,22046.273,21990.213,21973.113,582130.94,21973.113
2018-07-24,22034.676,22015.871,21981.072,21982.2,508934.62,21982.2
2018-07-25,22067.213,22050.055,22009.346,22008.969,532499.6,22008.969
2018-07-26,22049.908,22028.695,21973.799,21971.07,573353.44,21971.07
2018-07-27,22072.506,22052.768,22015.344,22013.713,527685.3,22013.713
2018-07-28,22097.79,22076.318,22034.494,22030.768,556285.6,22030.768
2018-07-31,22040.297,22021.855,21970.002,21968.385,560810.4,21968.385
2018-08-01,22063.975,22042.275,21998.732,22001.379,557093.4,22001.379
2018-08-03,22059.955,22021.918,21975.78,21960.29,529146.7,21960.29
2018-08-04,22075.46,22050.469,22013.816,22008.916,523933.8,22008.916
2018-08-07,22053.785,22037.396,21991.773,21990.861,544679.1,21990.861
2018-08-08,22079.12,22063.738,22020.988,22023.535,558503.1,22023.535
2018-08-09,22087.89,22061.857,22015.89,22009.432,562008.9,22009.432
2018-08-10,22080.396,22062.145,22025.219,22023.611,535268.2,22023.611
2018-08-11,21932.096,21897.545,21804.516,21799.809,627844.5,21799.809
2018-08-14,21842.55,21837.926,21755.771,21774.143,579392.06,21774.143
2018-08-15,22116.531,22079.746,22080.137,22062.994,454112.88,22062.994
2018-08-16,21861.21,21857.24,21748.69,21755.922,640575.94,21755.922
2018-08-17,21945.8,21961.045,21931.965,21970.139,475508.56,21970.139
2018-08-18,22006.281,21979.695,21938.184,21923.629,476722.75,21923.629
2018-08-21,21916.871,21917.53,21852.58,21870.533,552051.56,21870.533
