日付,start,high,low,end,volume,adjust,USD,GBP,EUR,CAD,AUD,NZD,SGD
2016/12/2,18890,18930,18760,18870,596634,18870,113.75,142.98,121.33,85.52,84.5,80.72,79.84
2016/12/5,18790,18820,18680,18730,618374,18730,113.78,144.22,120.24,85.26,84.61,80.58,79.87
2016/12/6,18910,18950,18760,18810,341223,18810,113.62,144.57,122.13,85.6,84.69,81.24,80.12
2016/12/7,18890,18950,18850,18940,533590,18940,114.16,144.53,122.3,85.93,84.72,81.28,80.28
2016/12/8,19140,19220,19060,19210,468837,19210,113.81,143.94,122.38,86.03,85.22,82.03,80.29
2016/12/9,19240,19510,19240,19480,992489,19480,114.27,143.81,121.29,86.54,85.18,82,80.22
2016/12/12,19680,19750,19520,19620,544215,19620,115.5,145.44,121.73,87.93,85.93,82.2,80.6
2016/12/13,19550,19730,19520,19720,574203,19720,115,145.82,122.37,87.59,86.27,82.78,80.77
2016/12/14,19750,19760,19650,19710,357071,19710,115.17,145.79,122.46,87.65,86.25,82.92,80.88
2016/12/15,19800,19910,19650,19740,892927,19740,117.75,147.47,123.45,88.4,87.21,83.46,81.69
2016/12/16,19890,19920,19820,19860,541953,19860,118.14,146.41,123.21,88.59,86.93,83.12,81.94
2016/12/19,19790,19870,19770,19870,332256,19870,117.63,146.91,123.03,88.17,85.82,82.05,81.47
2016/12/20,19840,19990,19830,19960,453711,19960,117.15,145.34,121.92,87.42,85,81.16,80.95
2016/12/21,20000,20070,19840,19920,687774,19920,117.96,145.76,122.58,88.17,85.7,81.7,81.6
2016/12/22,19890,19890,19800,19880,348621,19880,117.73,145.62,122.75,87.62,85.28,81.32,81.44
2016/12/26,19880,19910,19860,19870,191167,19870,117.03,143.88,122.31,86.64,84.09,80.8,80.86
2016/12/27,19840,19960,19830,19870,234988,19870,117.46,144.29,122.68,86.8,84.32,80.88,81.1
2016/12/28,19910,19950,19860,19920,297785,19920,117.67,144.62,123.11,86.68,84.68,81.2,81.24
2016/12/29,19810,19810,19580,19630,486844,19630,117.19,143.26,122.04,86.46,84.25,81.14,80.78
2016/12/30,19480,19670,19470,19580,396139,19580,116.53,143.06,122.73,86.47,84.37,81.24,80.62
2017/1/4,19790,20100,19780,20080,749647,20080,117.96,144.17,122.61,87.74,85.25,81.29,81.38
2017/1/5,20100,20120,19960,20020,679991,20020,116.62,143.94,122.79,87.77,85.07,81.52,81.08
2017/1/6,19850,19980,19830,19950,474555,19950,115.75,143.59,122.59,87.42,84.9,81.14,80.9
2017/1/10,19910,19980,19750,19820,388580,19820,116.01,140.89,122.85,87.74,85.19,81.37,80.79
2017/1/11,19860,19890,19830,19860,351023,19860,115.96,141.27,122.38,87.52,85.39,80.89,80.67
2017/1/12,19760,19780,19560,19640,591801,19640,115.22,140.29,121.82,87.49,85.64,81.29,80.67
2017/1/13,19660,19790,19650,19790,372166,19790,115.03,139.85,122.07,87.46,86.07,81.75,80.54
2017/1/16,19710,19740,19550,19610,481413,19610,114.33,137.76,121.53,87.06,85.72,81.38,80.01
2017/1/17,19560,19560,19310,19320,658995,19320,114.16,137.54,121.03,86.6,85.25,81.09,79.84
2017/1/18,19240,19430,19130,19400,689105,19400,112.79,139.48,120.72,86.3,85.1,81.11,79.5
2017/1/19,19550,19620,19470,19580,308724,19580,114.88,140.74,122,86.59,86.08,81.77,80.35
2017/1/20,19540,19680,19530,19630,335402,19630,115.16,142.06,122.68,86.41,87.04,82.75,80.7
2017/1/23,19450,19520,19360,19400,437368,19400,113.96,141.22,122.22,85.66,86.2,81.85,80.25
2017/1/24,19290,19400,19260,19290,399512,19290,112.77,141.28,121.34,85.26,85.5,81.65,79.57
2017/1/25,19570,19630,19460,19510,871864,19510,113.74,142.56,122.04,86.47,85.91,82.43,80.06
2017/1/26,19740,19900,19720,19870,430065,19870,113.16,143,121.81,86.65,85.78,82.6,80.16
2017/1/27,19960,19980,19890,19930,406369,19930,114.63,144.41,122.47,87.49,86.36,83.06,80.4
2017/1/30,19850,19880,19790,19860,200917,19860,114.7,144.4,122.99,87.3,86.6,83.39,80.44
2017/1/31,19610,19680,19520,19540,572642,19540,113.81,142.43,121.71,86.79,86.09,82.89,80.11
2017/2/1,19420,19640,19400,19640,469320,19640,113.08,142.24,122,86.56,85.65,82.45,80.06
2017/2/2,19660,19660,19350,19410,641040,19410,113.07,143.33,121.88,86.8,86.24,82.51,80.13
2017/2/3,19500,19550,19310,19400,463324,19400,112.98,141.38,121.51,86.72,86.46,82.31,79.95
2017/2/6,19580,19590,19390,19450,269708,19450,112.47,140.46,121.22,86.37,86.22,82.29,79.95
2017/2/7,19320,19460,19290,19400,234788,19400,111.77,139.42,119.88,85.3,85.37,81.67,79.1
2017/2/8,19420,19490,19350,19470,130284,19470,112.46,140.45,120.04,85.24,85.74,82.14,79.29
2017/2/9,19430,19470,19350,19390,126467,19390,112.04,140.31,119.71,85.16,85.45,81.04,79.04
2017/2/10,19730,19890,19690,19860,582789,19860,113.74,142.4,121.18,86.52,86.76,81.73,79.99
2017/2/13,20000,20020,19910,19960,475382,19960,113.95,142.21,121.05,86.91,87.33,81.96,80
2017/2/14,19980,19990,19720,19740,385408,19740,113.7,142.47,120.5,86.98,87.07,81.63,79.93
2017/2/15,19960,19990,19920,19920,553083,19920,114.51,142.59,120.99,87.44,87.69,81.93,80.5
2017/2/16,19910,19920,19750,19820,348707,19820,114.09,142.13,121.13,87.32,87.99,82.46,80.38
2017/2/17,19720,19760,19650,19730,265422,19730,113.47,141.75,120.98,86.77,87.26,81.79,80.04
2017/2/20,19670,19760,19600,19740,196105,19740,112.87,140.2,119.85,86.17,86.54,81.05,79.63
2017/2/21,19760,19890,19760,19860,112658,19860,113.44,141.37,120.08,86.44,87.09,81.26,79.84
2017/2/22,19930,19930,19820,19860,131029,19860,113.64,141.98,119.79,86.53,87.18,81.35,80.03
2017/2/23,19860,19870,19750,19870,118747,19870,113.38,141.1,119.57,86.1,87.08,81.6,80.1
2017/2/24,19750,19890,19710,19800,215524,19800,112.88,141.64,119.34,86.08,87,81.56,80.13
2017/2/27,19650,19680,19490,19660,430016,19660,112.16,139.27,118.46,85.53,86.02,80.68,79.81
2017/2/28,19720,19770,19630,19630,206494,19630,112.44,139.75,118.91,85.21,86.23,80.75,79.94
2017/3/1,19720,19920,19660,19910,489398,19910,113.13,140.05,119.45,84.94,86.69,80.99,80.44
2017/3/2,20150,20180,20060,20060,1183536,20060,113.99,140.07,120.13,85.41,87.25,81.41,80.82
2017/3/3,20060,20090,19890,19980,298779,19980,114.32,140.36,120.21,85.4,86.54,80.73,80.92
2017/3/6,19920,19920,19840,19890,129342,19890,113.81,139.87,120.79,84.94,86.28,79.94,80.68
2017/3/7,19830,19880,19820,19840,145979,19840,114.03,139.53,120.59,85.03,86.53,79.72,80.71
2017/3/8,19820,19840,19690,19760,277833,19760,113.89,139.04,120.36,84.94,86.49,79.28,80.73
2017/3/9,19860,19860,19770,19820,118394,19820,114.6,139.42,120.74,84.91,86.26,79.15,80.8
2017/3/10,20000,20130,19950,20110,499861,20110,115.23,140.13,121.99,85.3,86.49,79.51,81.07
2017/3/13,20040,20170,20040,20130,284734,20130,114.84,139.76,122.71,85.26,86.55,79.49,81.25
2017/3/14,20150,20150,20100,20110,214476,20110,114.85,140.2,122.36,85.36,86.73,79.45,81.2
2017/3/15,20040,20090,20000,20090,134347,20090,114.84,139.65,121.86,85.22,86.82,79.58,81.13
2017/3/16,19960,20130,19950,20090,312676,20090,113.28,139.13,121.65,85.24,87.11,79.62,80.72
2017/3/17,20010,20050,19990,20020,133967,20020,113.48,140.22,122.15,85.19,87.11,79.35,80.9
2017/3/21,19920,20000,19840,19960,348375,19960,112.4,139.11,120.99,84.34,86.91,79.31,80.46
2017/3/22,19590,19680,19520,19550,766335,19550,111.72,139.44,120.66,83.58,85.66,78.61,79.66
2017/3/23,19570,19610,19460,19600,427558,19600,111.5,139.07,120.23,83.61,85.38,78.41,79.64
2017/3/24,19590,19800,19550,19750,244674,19750,111.39,139.18,119.89,83.39,84.99,78.33,79.54
2017/3/27,19550,19590,19420,19480,389517,19480,110.45,138.26,119.78,82.8,84.23,77.88,79.11
2017/3/28,19630,19690,19590,19670,248911,19670,110.71,139.07,120.22,82.7,84.52,78,79.37
2017/3/29,19840,19880,19780,19840,411027,19840,111.05,137.84,120.14,82.95,84.91,77.79,79.51
2017/3/30,19800,19840,19660,19670,236417,19670,111.39,138.56,119.71,83.51,85.42,78.28,79.83
2017/3/31,19800,19840,19540,19540,285737,19540,112.2,139.98,119.78,84.03,85.81,78.45,80.29
2017/4/3,19590,19700,19540,19610,251244,19610,111.26,139.49,118.76,83.55,84.96,78.02,79.69
2017/4/4,19550,19570,19320,19420,725894,19420,110.59,138.08,117.99,82.54,83.95,77.48,79.17
2017/4/5,19510,19560,19390,19490,183509,19490,110.77,137.81,118.32,82.66,83.84,77.35,79.21
2017/4/6,19380,19420,19140,19220,735664,19220,110.57,138.09,118,82.24,83.6,77.1,78.95
2017/4/7,19360,19390,19120,19300,546985,19300,110.99,138.27,118.14,82.67,83.69,77.37,79.14
2017/4/10,19410,19470,19380,19430,155039,19430,111.47,137.96,117.92,83.09,83.65,77.28,79.24
2017/4/11,19310,19390,19270,19350,259776,19350,110.8,137.64,117.36,83.15,83.18,77.13,78.82
2017/4/12,19200,19210,19070,19160,676253,19160,109.58,136.81,116.23,82.17,82.16,76.21,78.1
2017/4/13,19000,19070,18910,19050,483662,19050,108.87,136.68,116.14,82.2,82.04,76.06,78.02
2017/4/14,18960,19020,18880,18920,253051,18920,109.25,136.62,115.88,81.96,82.6,76.42,78.11
2017/4/17,18840,18970,18820,18970,222178,18970,108.32,135.84,114.99,81.4,82.23,76.15,77.7
2017/4/18,19100,19160,18960,19020,224464,19020,109.19,137.16,116.2,81.94,82.86,76.6,78.11
2017/4/19,18940,19070,18920,19050,190012,19050,108.54,139.37,116.43,81.04,81.95,76.46,77.75
2017/4/20,19060,19120,19020,19050,269212,19050,109.05,139.41,116.83,80.87,81.84,76.74,77.97
2017/4/21,19190,19250,19140,19240,203494,19240,109.3,139.88,117.11,81.1,82.15,76.43,78.14
2017/4/24,19520,19540,19450,19490,334906,19490,109.92,140.85,119.22,81.49,83.18,77.42,78.9
2017/4/25,19480,19730,19470,19700,515455,19700,109.93,140.5,119.41,81.08,83.12,77.04,78.89
2017/4/26,19810,19910,19790,19900,639991,19900,111.38,142.93,121.86,82.08,83.97,77.35,79.95
2017/4/27,19840,19900,19830,19870,332490,19870,111.34,143.01,121.41,81.65,83.32,76.84,79.79
2017/4/28,19870,19890,19780,19830,249026,19830,111.29,143.55,120.84,81.63,83.24,76.59,79.71
2017/5/1,19840,19940,19840,19930,291767,19930,111.5,144.14,121.52,81.64,83.5,76.54,79.79
2017/5/2,19970,20100,19970,20070,440566,20070,111.98,144.49,122.15,81.92,84.52,77.53,80.26
2017/5/8,20370,20590,20350,20540,1563967,20540,112.77,146.14,123.69,82.54,83.48,77.8,80.18
2017/5/9,20560,20580,20490,20490,568276,20490,113.3,146.66,123.73,82.73,83.76,78.41,80.55
2017/5/10,20540,20600,20510,20570,261704,20570,113.88,147.52,124.08,83.06,83.77,78.54,80.74
2017/5/11,20610,20650,20550,20620,463961,20620,114.24,147.8,124.21,83.23,84.08,78.06,80.94
2017/5/12,20560,20600,20450,20530,279902,20530,113.96,146.78,123.79,83.13,84.1,77.82,80.92
2017/5/15,20410,20520,20400,20510,202474,20510,113.43,146.18,123.91,82.71,83.86,77.99,80.79
2017/5/16,20590,20660,20520,20580,310755,20580,113.77,146.9,124.96,83.48,84.53,78.49,81.42
2017/5/17,20460,20500,20420,20460,320780,20460,112.64,145.53,124.96,82.72,83.53,77.56,80.73
2017/5/18,20160,20250,20090,20200,379440,20200,111.07,144.06,124,81.61,82.48,77.05,79.83
2017/5/19,20240,20280,20140,20250,276873,20250,111.35,144.23,123.67,81.82,82.57,76.73,79.92
2017/5/22,20350,20380,20270,20340,243507,20340,111.54,144.77,124.81,82.38,83,77.25,80.41
2017/5/23,20290,20350,20230,20270,103572,20270,111.13,144.31,124.94,82.39,83.1,77.78,80.15
2017/5/24,20420,20430,20340,20390,203101,20390,111.82,145.01,125.12,82.69,83.47,78.39,80.39
2017/5/25,20370,20510,20370,20450,326815,20450,111.65,144.88,125.3,83.23,83.68,78.62,80.64
2017/5/26,20440,20450,20330,20350,184473,20350,111.8,144.33,125.26,82.9,83.34,78.52,80.69
2017/5/29,20340,20390,20270,20330,121693,20330,111.34,142.69,124.34,82.7,82.81,78.38,80.48
2017/5/30,20330,20340,20210,20330,206638,20330,111.1,142.31,123.7,82.47,82.49,78.25,80.09
2017/5/31,20270,20330,20240,20300,118546,20300,110.96,142.21,123.9,82.53,82.89,78.76,80.09
2017/6/1,20320,20540,20320,20500,408644,20500,110.94,142.81,124.64,82.2,82.38,78.56,80.11
2017/6/2,20610,20910,20610,20860,1043336,20860,111.65,143.84,125.2,82.59,82.45,78.87,80.53
2017/6/5,20780,20890,20760,20830,432206,20830,110.49,142.11,124.5,81.84,82.04,78.91,79.95
2017/6/6,20800,20810,20600,20640,478539,20640,110.2,142.31,124.11,81.76,82.47,78.57,79.76
2017/6/7,20620,20690,20570,20630,180430,20630,109.53,141.39,123.46,81.39,82.19,78.6,79.34
2017/6/8,20720,20730,20560,20580,216677,20580,109.99,142.53,123.74,81.36,82.91,79.12,79.47
2017/6/9,20630,20760,20590,20680,298454,20680,110.09,140.14,123.06,81.41,82.93,79.35,79.61
2017/6/12,20560,20610,20490,20570,167113,20570,110.24,140.53,123.51,81.94,83.04,79.41,79.64
2017/6/13,20510,20590,20510,20560,165714,20560,109.98,139.33,123.12,82.75,83.16,79.38,79.46
2017/6/14,20630,20670,20550,20550,314556,20550,110.07,140.31,123.4,83.2,82.99,79.48,79.68
2017/6/15,20490,20630,20410,20500,314197,20500,109.72,139.91,123.06,82.87,83.26,79.53,79.72
2017/6/16,20580,20670,20550,20610,189177,20610,111.08,141.83,123.87,83.76,84.34,80.02,80.31
2017/6/19,20620,20750,20610,20740,138516,20740,111.03,141.81,124.28,83.97,84.59,80.69,80.23
2017/6/20,20890,20990,20890,20890,454082,20890,111.75,142.22,124.52,84.5,84.86,80.71,80.55
2017/6/21,20840,20880,20780,20790,248383,20790,111.4,140.6,124.03,83.86,84.3,80.46,80.14
2017/6/22,20800,20850,20760,20770,120997,20770,111.14,140.85,124.04,83.44,84,80.58,80.06
2017/6/23,20800,20810,20740,20790,197068,20790,111.38,141.32,124.12,84.18,84.03,80.81,80.07
2017/6/26,20780,20860,20770,20810,92964,20810,111.3,141.9,124.58,83.93,84.2,81,80.24
2017/6/27,20890,20920,20850,20880,221959,20880,111.95,142.41,125.17,84.45,84.91,81.57,80.69
2017/6/28,20830,20910,20800,20830,183836,20830,112.08,143.59,127.05,85.06,85.16,81.55,80.85
2017/6/29,20950,20960,20890,20900,267214,20900,112.3,145.35,127.81,86.13,85.86,82.07,81.26
2017/6/30,20710,20730,20630,20720,854374,20720,112,145.82,127.95,86.27,86.22,82.02,81.25
2017/7/3,20720,20780,20710,20730,212917,20730,112.24,145.96,128.13,86.48,86.27,82.35,81.54
2017/7/4,20900,20900,20650,20710,419427,20710,113.21,146.69,128.77,87.17,86.85,82.48,81.95
2017/7/5,20420,20480,20290,20470,394798,20470,113.09,146.33,128.43,87.44,86.11,82.41,81.86
2017/7/6,20460,20470,20340,20400,263769,20400,113.04,146.1,128.18,87.14,85.87,82.2,81.87
2017/7/7,20280,20380,20250,20340,450842,20340,113.31,146.91,129.31,87.28,85.87,82.54,81.95
2017/7/10,20460,20530,20420,20490,182338,20490,114.14,147.22,130.11,88.57,86.79,83,82.61
2017/7/11,20470,20600,20470,20580,142863,20580,114.24,147.13,130.15,88.59,86.91,82.86,82.45
2017/7/12,20520,20540,20460,20500,238142,20500,113.72,146.27,130.48,88.08,86.98,82.16,82.35
2017/7/13,20560,20580,20460,20500,173613,20500,113.27,146.13,129.41,88.86,87.07,82.27,82.27
2017/7/14,20520,20540,20490,20530,147157,20530,113.53,146.89,129.38,89.15,87.94,83.19,82.59
2017/7/18,20460,20470,20330,20390,239666,20390,112.43,146.77,129.09,88.65,87.56,81.78,82.09
2017/7/19,20380,20420,20340,20420,226091,20420,111.99,145.93,129.29,88.67,88.79,82.36,81.97
2017/7/20,20430,20550,20420,20540,256901,20540,111.91,145.75,128.95,88.8,89.07,82.38,81.79
2017/7/21,20490,20520,20470,20500,148696,20500,112.04,145.17,130.18,88.98,88.93,82.86,81.97
2017/7/24,20370,20390,20290,20370,288971,20370,110.91,144.34,129.39,88.4,87.73,82.52,81.42
2017/7/25,20360,20430,20330,20360,167157,20360,111.35,145.01,129.56,88.94,88.11,82.77,81.71
2017/7/26,20510,20510,20420,20450,262495,20450,111.91,145.74,130.23,89.42,88.67,83.09,82.09
2017/7/27,20430,20580,20410,20460,222077,20460,110.9,145.45,130.07,89.08,88.81,83.51,81.74
2017/7/28,20430,20430,20320,20340,217143,20340,111.09,145.23,129.71,88.55,88.48,83.31,81.79
2017/7/31,20340,20370,20310,20320,153205,20320,110.36,144.96,129.56,88.47,87.91,82.99,81.32
2017/8/1,20330,20390,20320,20380,105487,20380,110.29,145.62,130.41,88.21,88.43,82.88,81.33
2017/8/2,20460,20500,20420,20490,163785,20490,110.45,145.92,130.46,88.04,87.97,82.1,81.26
2017/8/3,20450,20470,20390,20420,147560,20420,110.77,146.4,131.12,88.02,87.91,81.96,81.34
2017/8/4,20370,20370,20330,20340,133247,20340,110.04,144.55,130.67,87.54,87.53,81.89,81.05
2017/8/7,20460,20480,20430,20450,127330,20450,110.79,144.59,130.62,87.69,87.93,82.16,81.44
2017/8/8,20440,20470,20370,20380,139429,20380,110.77,144.46,130.74,87.48,87.7,81.49,81.31
2017/8/9,20320,20320,20050,20130,808015,20130,110.01,142.76,129.14,86.66,86.57,80.45,80.6
2017/8/10,20200,20220,20080,20110,276817,20110,110.2,143.37,129.52,86.76,87.02,80.96,80.83
2017/8/14,19950,19980,19880,19910,366308,19910,109.43,142.25,129.31,86.29,86.61,80.08,80.46
2017/8/15,20070,20220,20060,20160,231126,20160,110.21,142.9,129.84,86.59,86.65,80.46,80.82
2017/8/16,20120,20160,20110,20130,100719,20130,110.71,142.46,129.95,86.72,86.71,80.04,80.97
2017/8/17,20080,20120,20060,20080,84830,20080,110.01,141.76,129.43,87.1,87.24,80.37,80.69
2017/8/18,19860,19930,19810,19860,417447,19860,109.48,140.91,128.38,86.38,86.41,79.8,80.15
2017/8/21,19880,19880,19740,19790,279311,19790,109.37,140.82,128.5,86.84,86.65,80,80.23
2017/8/22,19750,19820,19740,19780,245477,19780,109.14,140.81,128.95,86.92,86.72,79.99,80.19
2017/8/23,19930,19940,19790,19820,215454,19820,109.74,140.64,128.96,87.21,86.63,79.58,80.51
2017/8/24,19750,19820,19730,19740,181973,19740,109.17,139.65,128.86,86.99,86.33,78.92,80.21
2017/8/25,19780,19870,19760,19850,295486,19850,109.82,140.67,129.5,87.76,86.74,79.09,80.66
2017/8/28,19880,19910,19800,19850,185906,19850,109.1,140.62,130.11,87.42,86.65,79,80.46
2017/8/29,19700,19770,19670,19770,545959,19770,108.82,140.77,130.18,86.97,86.33,78.85,80.33
2017/8/30,19870,19930,19830,19910,201613,19910,109.86,141.99,131.52,87.76,87.46,79.77,81.1
2017/8/31,19980,20090,19970,20050,196888,20050,110.42,142.67,131.3,87.43,87.46,79.54,81.35
2017/9/1,20130,20130,20020,20090,236016,20090,110.17,142.62,131.17,88.43,87.57,79.16,81.23
2017/9/4,20000,20020,19880,19900,205416,19900,109.83,142.33,130.46,88.68,87.44,78.77,80.87
2017/9/5,19950,19950,19750,19790,210249,19790,109.66,141.67,130.44,88.33,87.15,78.56,80.89
2017/9/6,19690,19760,19650,19760,97510,19760,108.64,141.61,129.5,87.76,87.04,78.72,80.32
2017/9/7,19830,19870,19760,19790,205111,19790,109.19,142.43,130.15,89.22,87.47,78.73,80.94
2017/9/8,19740,19750,19620,19660,147822,19660,108.42,142.05,130.39,89.58,87.42,78.71,80.98
2017/9/11,19840,19960,19820,19940,166988,19940,108.45,142.96,130.24,89.19,87.27,78.38,80.72
2017/9/12,20120,20190,20100,20170,311385,20170,109.52,144.15,130.83,90.33,87.74,79.34,81.27
2017/9/13,20270,20290,20240,20260,188481,20260,110.15,146.33,131.79,90.46,88.37,80.05,81.82
2017/9/14,20270,20320,20190,20220,187868,20220,110.66,146.1,131.44,90.88,88.27,80.18,81.87
2017/9/15,20170,20340,20170,20310,198237,20310,110.22,147.6,131.25,90.49,88.08,79.55,81.77
2017/9/19,20530,20720,20530,20690,816739,20690,111.44,150.69,133.3,90.76,88.88,80.99,82.73
2017/9/20,20700,20750,20660,20710,213978,20710,111.63,150.83,133.86,90.8,89.39,81.64,82.82
2017/9/21,20870,20900,20740,20760,487162,20760,112.5,151.82,133.63,91.14,90.17,82.56,83.32
2017/9/22,20790,20820,20660,20700,229822,20700,112.3,152.45,134.09,91.05,88.82,81.79,83.13
2017/9/25,20830,20860,20770,20790,184981,20790,112.53,152.28,134.21,91.21,89.64,82,83.6
2017/9/26,20750,20790,20700,20710,228591,20710,111.62,150.35,132.28,90.1,88.45,80.82,82.6
2017/9/27,20790,20820,20750,20820,183339,20820,112.38,151.08,132.38,90.87,88.54,80.85,82.86
2017/9/28,20930,20940,20840,20920,321985,20920,112.96,151.41,132.64,90.56,88.71,81.69,83.1
2017/9/29,20840,20900,20820,20870,252187,20870,112.74,151.34,132.81,90.7,88.55,81.42,83.06
2017/10/2,20940,20940,20890,20940,151521,20940,112.79,150.89,133,90.36,88.43,81.3,82.94
2017/10/3,21000,21170,20980,21150,662431,21150,112.98,149.8,132.45,90.2,88.36,81.13,82.75
2017/10/4,21190,21230,21130,21170,300058,21170,112.61,149.34,132.52,90.23,88.42,80.91,82.83
2017/10/5,21190,21200,21150,21170,228720,21170,112.82,149.32,132.6,90.35,88.39,80.79,82.79
2017/10/6,21270,21270,21210,21250,162078,21250,112.9,147.92,132.17,89.81,87.97,80.25,82.73
2017/10/10,21210,21380,21210,21370,358462,21370,112.79,148.33,132.49,89.91,87.63,79.78,82.85
2017/10/11,21350,21450,21340,21440,316874,21440,112.32,148.46,132.77,89.83,87.64,79.72,82.88
2017/10/12,21510,21540,21470,21490,183280,21490,112.46,148.93,133.43,90.35,87.75,79.77,83.05
2017/10/13,21500,21780,21480,21720,451997,21720,112.29,148.96,132.94,90.02,87.98,80.09,82.97
2017/10/16,21790,21920,21750,21830,375544,21830,112.08,148.94,132.36,89.77,88.26,80.44,83
2017/10/17,21920,21960,21790,21900,359294,21900,112.24,148.67,132.27,89.54,88.03,80.61,82.88
2017/10/18,21930,21970,21870,21940,185699,21940,112.24,148.09,132.12,89.77,88.03,80.41,82.82
2017/10/19,22040,22080,21950,22000,475802,22000,112.93,149.29,133.38,90.63,88.76,80.86,83.27
2017/10/20,21940,22060,21920,22010,267679,22010,112.78,148.31,133.6,90.29,88.79,78.98,83.13
2017/10/23,22310,22310,22190,22260,265037,22260,113.88,150.05,133.89,90.12,88.95,79.07,83.54
2017/10/24,22220,22380,22210,22370,231632,22370,113.37,149.74,133.28,89.74,88.56,79.15,83.3
2017/10/25,22480,22500,22220,22300,268138,22300,113.94,149.57,133.9,89.83,88.17,78.6,83.56
2017/10/26,22280,22370,22270,22320,175008,22320,113.55,150.64,134.19,88.73,87.47,78.09,83.47
2017/10/27,22440,22610,22390,22590,236903,22590,114.18,149.87,132.76,88.79,87.3,77.97,83.39
2017/10/30,22610,22670,22490,22590,401165,22590,113.75,149.4,131.92,88.64,87.3,77.99,83.28
2017/10/31,22440,22610,22410,22580,280303,22580,113.16,149.42,131.72,88.16,86.96,77.61,83.15
2017/11/1,22770,23060,22760,23010,514845,23010,113.86,151.25,132.53,88.26,87.15,78.51,83.52
2017/11/2,23110,23140,23000,23140,302266,23140,114.06,151.32,132.7,88.71,87.75,78.84,83.88
2017/11/6,23220,23260,23030,23140,360529,23140,114.38,149.46,132.7,89.58,87.44,78.99,83.78
2017/11/7,23120,23570,23120,23560,446572,23560,113.73,149.77,132.07,89.42,87.46,79.02,83.54
2017/11/8,23450,23540,23370,23540,254372,23540,113.76,149.81,131.88,89.11,87.04,78.59,83.44
2017/11/9,23620,24010,23120,23470,1250530,23470,114.06,149.53,132.15,89.52,87.45,79.25,83.68
2017/11/10,23190,23330,23110,23300,640840,23300,113.39,149.03,132.09,89.47,87.08,78.84,83.47
2017/11/13,23220,23230,22970,22970,377068,22970,113.68,149.17,132.36,89.54,86.95,78.75,83.48
2017/11/15,22860,22900,22600,22640,719106,22640,113.5,149.34,133.81,89.03,86.15,78.1,83.47
2017/11/16,22580,22990,22570,22960,414341,22960,113.02,148.84,133.08,88.49,85.85,77.5,83.26
2017/11/17,23230,23370,22920,23010,722737,23010,112.97,149.19,133.14,88.6,85.71,77.53,83.34
2017/11/20,22910,23020,22810,22860,274519,22860,112.19,148.16,131.74,87.77,84.77,76.37,82.7
2017/11/21,23070,23170,23020,23040,211336,23040,112.66,149.2,132.27,87.93,85.04,76.74,83
2017/11/22,23240,23290,23120,23140,189782,23140,112.38,148.91,131.9,87.98,85.23,76.94,83.02
2017/11/24,23010,23170,22970,23140,238035,23140,111.47,148.22,131.92,87.59,84.93,76.71,82.8
2017/11/27,23260,23270,23020,23100,233737,23100,111.62,148.71,133,87.79,84.92,76.68,82.88
2017/11/28,23060,23190,22960,23090,140929,23090,111,147.96,132.15,87,84.46,76.82,82.44
2017/11/29,23230,23250,23140,23200,285786,23200,111.62,149.18,132.24,87.05,84.84,76.9,82.95
2017/11/30,23200,23360,23120,23350,279160,23350,112.07,150.31,132.81,87.11,84.86,76.71,83.19
2017/12/1,23550,23610,23280,23440,358644,23440,112.49,152.4,134,87.26,85.13,76.95,83.46
2017/12/4,23460,23470,23300,23330,249497,23330,112.75,151.99,133.82,88.63,85.66,77.36,83.61
2017/12/5,23200,23280,23120,23220,152349,23220,112.47,151.49,133.48,88.76,85.76,77.46,83.55
2017/12/6,23140,23140,22700,22770,515197,22770,112.49,150.95,132.92,88.52,85.29,77.45,83.44
2017/12/7,22950,23120,22910,23090,182727,23090,112.51,150.54,132.68,87.89,84.89,77.4,83.35
2017/12/8,23210,23430,23150,23430,501133,23430,113.29,152.54,133.27,88.08,85.07,77.37,83.76
2017/12/11,23500,23550,23390,23550,230348,23550,113.65,152.28,133.78,88.38,85.41,77.9,83.98
2017/12/12,23540,23600,23440,23490,267555,23490,113.59,151.63,133.73,88.34,85.44,78.5,84.07
2017/12/13,23500,23500,23290,23360,224779,23360,113.47,151.16,133.29,88.21,85.93,78.84,83.9
2017/12/14,23330,23390,23240,23300,191331,23300,112.81,151.41,133.51,88.05,86.49,79.14,83.76
2017/12/15,23220,23360,23080,23160,254955,23160,112.4,150.99,132.45,87.92,86.21,78.58,83.54
2017/12/18,23370,23530,23340,23520,314500,23520,112.83,150.36,132.56,87.61,86.21,78.96,83.59
2017/12/19,23570,23610,23470,23480,193207,23480,112.65,150.68,132.74,87.53,86.33,78.91,83.56
2017/12/20,23440,23540,23410,23500,140023,23500,112.99,151.37,133.79,87.79,86.55,78.86,83.89
2017/12/21,23460,23500,23330,23470,189583,23470,113.28,151.44,134.54,88.31,86.8,79.35,84.29
2017/12/22,23440,23510,23410,23480,150986,23480,113.43,151.75,134.36,88.98,87.41,79.58,84.36
2017/12/25,23500,23550,23470,23540,67464,23540,113.32,151.63,134.18,88.94,87.45,79.66,84.35
2017/12/26,23530,23540,23470,23490,112306,23490,113.4,151.66,134.56,89.14,87.58,79.7,84.4
2017/12/27,23510,23570,23500,23530,132280,23530,113.41,151.69,134.49,89.35,87.69,79.81,84.48
